,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards,WebURL
10742,"Bahria Sports City, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10743,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10744,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10745,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10746,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10747,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10748,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10749,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-430.html
10750,"Bahria Town - Precinct 10-B, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10751,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10752,"Bahria Town - Precinct 15, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10753,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10754,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10755,"Bahria Town - Precinct 14, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10756,"Bahria Town - Ali Block, Bahria Town - Precinct 12",11800000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10757,"Bahria Town - Precinct 15-B, Bahria Town - Precinct 15",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10758,"Bahria Town - Precinct 26-A, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10759,"Bahria Town - Precinct 7, Bahria Town Karachi",52500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10760,"Bahria Town - Precinct 4, Bahria Town Karachi",41000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10761,"Bahria Town - Precinct 17, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10762,"Bahria Hills, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10763,"Bahria Hills, Bahria Town Karachi",92000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10764,"Bahria Town - Precinct 17, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10765,"Bahria Golf City, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10766,"Bahria Sports City, Bahria Town Karachi",16500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10767,"Bahria Golf City, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10768,"Bahria Town - Precinct 29, Bahria Town Karachi",44000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10769,"Bahria Paradise, Bahria Town Karachi",37500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10770,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10771,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10772,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10773,"Bahria Hills, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10774,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-431.html
10775,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10776,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10777,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10778,"Bahria Hills, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10779,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10780,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10781,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10782,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10783,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10784,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10785,"Bahria Town - Precinct 2, Bahria Town Karachi",20500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10786,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",13500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10787,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10788,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10789,"Bahria Town - Precinct 10-B, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10790,"Badar Commercial Area, DHA Phase 5",5500000.0,2.0,2.0,78,https://www.zameen.com/Homes/Karachi-2-432.html
10791,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10792,"Bahria Town - Ali Block, Bahria Town - Precinct 12",11800000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10793,"Bahria Town - Precinct 14, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10794,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10795,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10796,"Bahria Town - Precinct 15, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10797,"Bahria Town - Precinct 7, Bahria Town Karachi",52500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10798,"Bahria Town - Precinct 4, Bahria Town Karachi",41000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10799,"Bahria Town - Precinct 26-A, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-432.html
10800,"Bahria Town - Precinct 15-B, Bahria Town - Precinct 15",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10801,"Bahria Hills, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10802,"Bahria Town - Precinct 17, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10803,"Bahria Hills, Bahria Town Karachi",92000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10804,"Bahria Town - Precinct 17, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10805,"Bahria Golf City, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10806,"Bahria Golf City, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10807,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10808,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10809,"Bahria Paradise, Bahria Town Karachi",37500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10810,"Bahria Town - Precinct 29, Bahria Town Karachi",44000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10811,"Bahria Sports City, Bahria Town Karachi",16500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10812,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10813,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10814,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10815,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10816,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10817,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10818,"Bahria Town - Precinct 2, Bahria Town Karachi",20500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10819,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10820,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10821,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10822,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10823,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",13500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10824,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-433.html
10825,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10826,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10827,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",13500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10828,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10829,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10830,"Bahria Town - Precinct 10-B, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10831,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10832,"Bahria Town - Ali Block, Bahria Town - Precinct 12",11800000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10833,"Bahria Town - Precinct 14, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10834,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10835,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10836,"Bahria Town - Precinct 15, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10837,"Bahria Town - Precinct 15-B, Bahria Town - Precinct 15",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10838,"Bahria Town - Precinct 26-A, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10839,"Bahria Hills, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10840,"Bahria Hills, Bahria Town Karachi",92000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10841,"Bahria Town - Precinct 7, Bahria Town Karachi",52500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10842,"Bahria Town - Precinct 4, Bahria Town Karachi",41000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10843,"Bahria Town - Precinct 29, Bahria Town Karachi",44000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10844,"Bahria Golf City, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10845,"Bahria Golf City, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10846,"Bahria Town - Precinct 17, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10847,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10848,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10849,"Bahria Paradise, Bahria Town Karachi",37500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-434.html
10850,"Bahria Hills, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10851,"Bahria Hills, Bahria Town Karachi",92000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10852,"Bahria Town - Precinct 17, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10853,"Bahria Golf City, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10854,"Bahria Golf City, Bahria Town Karachi",68000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10855,"Bahria Town - Precinct 29, Bahria Town Karachi",44000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10856,"Bahria Town - Precinct 29, Bahria Town Karachi",44000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10857,"Bahria Paradise, Bahria Town Karachi",37500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10858,"Bahria Sports City, Bahria Town Karachi",16500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10859,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10860,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10861,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10862,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10863,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10864,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10865,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10866,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10867,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10868,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10869,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10870,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10871,"Bahria Town - Precinct 17, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10872,"Bahria Hills, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10873,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10874,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-435.html
10875,"Bahria Town - Precinct 27, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10876,"Bahria Town - Precinct 17, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10877,"Bahria Hills, Bahria Town Karachi",45000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10878,"Bahria Town - Precinct 23, Bahria Town Karachi",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10879,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10880,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10881,"Bahria Town - Precinct 2, Bahria Town Karachi",20500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10882,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10883,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10884,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10885,"Bahria Town - Precinct 2, Bahria Town Karachi",20500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10886,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10887,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",13500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10888,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10889,"Bahria Town - Precinct 10-B, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10890,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10891,"Bahria Town - Ali Block, Bahria Town - Precinct 12",11800000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10892,"Bahria Town - Precinct 14, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10893,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10894,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10895,"Bahria Town - Precinct 15-B, Bahria Town - Precinct 15",10500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10896,"Bahria Town - Precinct 15, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10897,"Bahria Town - Precinct 1, Bahria Town Karachi",26000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10898,"Bahria Town - Precinct 6, Bahria Town Karachi",24000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10899,"Bahria Town - Precinct 8, Bahria Town Karachi",25000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-436.html
10900,"Bahria Town - Ali Block, Bahria Town - Precinct 12",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10901,"Bahria Town - Precinct 16, Bahria Town Karachi",21000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10902,"Bahria Town - Precinct 10-A, Bahria Town Karachi",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10903,"Bahria Town - Precinct 2, Bahria Town Karachi",20500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10904,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10905,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",15500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10906,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",13500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10907,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10908,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",12500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10909,"Bahria Town - Precinct 10-B, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10910,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",11500000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10911,"Bahria Town - Ali Block, Bahria Town - Precinct 12",11800000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10912,"Bahria Town - Precinct 14, Bahria Town Karachi",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
10913,"Bahria Town - Precinct 15-A, Bahria Town - Precinct 15",11000000.0,,0.0,0,https://www.zameen.com/Homes/Karachi-2-437.html
