,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards
4337,"Bahria Town - Precinct 12, Bahria Town Karachi",15500000.0,3.0,3.0,125
4338,"Bahria Town - Precinct 27, Bahria Town Karachi",17800000.0,3.0,3.0,235
4339,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18900000.0,3.0,3.0,200
4340,"Bahria Town - Precinct 35, Bahria Sports City",21800000.0,4.0,4.0,350
4341,"Bahria Heights, Bahria Town Karachi",7800000.0,2.0,2.0,122
4343,"DHA Phase 7 Extension, DHA Defence",49000000.0,4.0,4.0,120
4344,other,12000000.0,2.0,2.0,100
4346,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",39000000.0,6.0,6.0,240
4347,"Emaar Pearl Towers, Emaar Crescent Bay",86500000.0,4.0,5.0,300
4348,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",9000000.0,3.0,3.0,156
4349,"KDA Officers Society, Gulshan-e-Iqbal Town",80000000.0,4.0,5.0,245
4350,"DHA Phase 6, DHA Defence",16500000.0,3.0,3.0,128
4351,"Askari 5 - Sector G, Askari 5",75000000.0,5.0,5.0,500
4352,"Shaheed Millat Road, Karachi",16000000.0,2.0,2.0,139
4353,"Shaheed Millat Road, Karachi",45000000.0,3.0,4.0,244
4354,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",32500000.0,3.0,4.0,267
4355,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",17800000.0,2.0,2.0,133
4356,"Saima Royal Residency, Rashid Minhas Road",16500000.0,2.0,2.0,133
4357,"Saima Royal Residency, Rashid Minhas Road",25000000.0,3.0,4.0,189
4358,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",18000000.0,4.0,4.0,267
4359,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",15000000.0,3.0,3.0,215
4360,"Bahria Paradise, Bahria Town Karachi",10000000.0,2.0,2.0,127
4361,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",21800000.0,3.0,3.0,200
4362,other,70000000.0,4.0,4.0,311
4363,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",16500000.0,3.0,3.0,144
4364,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal",16500000.0,3.0,3.0,156
4365,"North Nazimabad - Block D, North Nazimabad",32000000.0,4.0,4.0,450
4366,"Bahria Hills, Bahria Town Karachi",85000000.0,6.0,6.0,565
4367,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,6.0,467
4368,"Navy Housing Scheme Karsaz, Karachi",82500000.0,5.0,6.0,467
4369,"Navy Housing Scheme Karsaz, Karachi",95000000.0,5.0,6.0,467
4370,"Navy Housing Scheme Karsaz, Karachi",92500000.0,5.0,6.0,467
4371,"Navy Housing Scheme Karsaz, Karachi",90000000.0,5.0,6.0,467
4372,"Navy Housing Scheme Karsaz, Karachi",87500000.0,5.0,6.0,467
4373,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,6.0,467
4374,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",57500000.0,7.0,6.0,240
4375,"Saima Elite Villas, Malir",25500000.0,4.0,3.0,160
4376,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",16000000.0,2.0,2.0,128
4377,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",69000000.0,8.0,6.0,450
4378,other,22500000.0,3.0,3.0,156
4379,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",47500000.0,6.0,6.0,310
4380,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",22500000.0,3.0,3.0,200
4381,"Karachi University Housing Society, Scheme 33",11000000.0,3.0,4.0,125
4382,"Federal B Area - Block 9, Federal B Area",12500000.0,4.0,5.0,170
4383,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",23500000.0,3.0,3.0,156
4384,other,16000000.0,2.0,2.0,117
4385,"Federal B Area - Block 9, Federal B Area",35000000.0,5.0,5.0,240
4386,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",85000000.0,10.0,6.0,400
4387,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,120
4388,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,139
4389,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,139
4390,"Clifton - Block 1, Clifton",45000000.0,4.0,4.0,180
4391,"North Nazimabad, Karachi",12000000.0,3.0,3.0,150
4392,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",11500000.0,2.0,3.0,150
4393,"Gulistan-e-Jauhar - Block 1, Gulistan-e-Jauhar",160000000.0,8.0,6.0,400
4394,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300
4395,"Tulip Tower, Saadi Road",11500000.0,2.0,2.0,139
4397,"Bahria Apartments, Bahria Town Karachi",27500000.0,4.0,4.0,400
4399,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",75000000.0,6.0,6.0,400
4400,"Emaar The Views, DHA Phase 8",224300000.0,4.0,4.0,412
4401,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300
4402,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",25000000.0,4.0,4.0,120
4403,"Emaar The Views, DHA Phase 8",167700000.0,3.0,3.0,309
4404,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,6.0,375
4405,"Askari 5, Malir Cantonment",42000000.0,4.0,4.0,333
4406,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
4407,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
4408,"Askari 5 - Sector H, Askari 5",75000000.0,5.0,5.0,427
4409,"Askari 5 - Sector J, Askari 5",63000000.0,5.0,5.0,375
4410,"Askari 5, Malir Cantonment",34000000.0,3.0,3.0,286
4411,"North Nazimabad - Block N, North Nazimabad",130000000.0,8.0,6.0,450
4412,"North Nazimabad, Karachi",9000000.0,3.0,3.0,167
4413,"North Nazimabad, Karachi",10000000.0,3.0,3.0,161
4414,"Bath Island, Karachi",80000000.0,4.0,4.0,289
4415,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",29500000.0,3.0,3.0,183
4416,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",20000000.0,3.0,3.0,178
4417,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,300
4418,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",120000000.0,3.0,3.0,300
4419,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,300
4420,"Bahria Apartments, Bahria Town Karachi",18300000.0,3.0,3.0,300
4421,"Gulistan-e-Jauhar, Karachi",107500000.0,7.0,7.0,600
4422,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,300
4423,other,26000000.0,3.0,3.0,300
4424,"Gulistan-e-Jauhar, Karachi",75000000.0,7.0,7.0,450
4425,"Federal B Area - Block 9, Federal B Area",12500000.0,4.0,5.0,170
4426,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",23500000.0,3.0,3.0,156
4427,other,16000000.0,2.0,2.0,117
4428,"Federal B Area - Block 9, Federal B Area",35000000.0,5.0,5.0,240
4429,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",85000000.0,10.0,6.0,400
4430,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,120
4431,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,139
4432,"Federal B Area - Block 9, Federal B Area",12000000.0,3.0,3.0,139
4433,"Clifton - Block 1, Clifton",45000000.0,4.0,4.0,180
4434,"North Nazimabad, Karachi",12000000.0,3.0,3.0,150
4435,"Emaar The Views, DHA Phase 8",224300000.0,4.0,4.0,412
4436,"Askari 5 - Sector J, Askari 5",38000000.0,3.0,3.0,300
4437,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",25000000.0,4.0,4.0,120
4438,"Emaar The Views, DHA Phase 8",167700000.0,3.0,3.0,309
4439,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,6.0,375
4440,"Askari 5, Malir Cantonment",42000000.0,4.0,4.0,333
4441,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
4442,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",7000000.0,2.0,2.0,117
4443,"Emaar Pearl Towers, Emaar Crescent Bay",72000000.0,3.0,5.0,272
4444,"Askari 5 - Sector J, Askari 5",62000000.0,5.0,5.0,375
4445,"Bahria Town Karachi, Karachi",40000000.0,3.0,3.0,280
4446,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
4447,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
4448,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
4449,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4450,"Askari 5 - Sector J, Askari 5",36500000.0,3.0,3.0,300
4451,"Askari 5 - Sector H, Askari 5",75000000.0,5.0,5.0,427
4452,"Askari 5 - Sector J, Askari 5",63000000.0,5.0,5.0,375
4453,"Askari 5, Malir Cantonment",34000000.0,3.0,3.0,286
4454,"North Nazimabad - Block N, North Nazimabad",130000000.0,8.0,6.0,450
4455,"North Nazimabad, Karachi",9000000.0,3.0,3.0,167
4456,"North Nazimabad, Karachi",10000000.0,3.0,3.0,161
4457,"Bath Island, Karachi",80000000.0,4.0,4.0,289
4458,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",29500000.0,3.0,3.0,183
4459,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",20000000.0,3.0,3.0,178
4460,"Bahria Apartments, Bahria Town Karachi",4000000.0,2.0,2.0,58
4461,"DHA Phase 6, DHA Defence",140000000.0,6.0,6.0,666
4462,"Emaar The Views, DHA Phase 8",91200000.0,2.0,2.0,203
4463,"Clifton - Block 5, Clifton",72500000.0,4.0,5.0,250
4464,"Clifton - Block 8, Clifton",55000000.0,3.0,4.0,222
4465,"North Nazimabad - Block I, North Nazimabad",17000000.0,3.0,3.0,200
4466,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",11500000.0,3.0,3.0,156
4467,"Emaar Pearl Towers, Emaar Crescent Bay",72000000.0,3.0,5.0,272
4468,"Askari 5 - Sector J, Askari 5",62000000.0,5.0,5.0,375
4469,"Bahria Town Karachi, Karachi",40000000.0,3.0,3.0,280
4470,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
4471,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
4472,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
4473,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4474,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
4475,"DHA Phase 6, DHA Defence",117500000.0,6.0,7.0,500
4476,"Gwalior Cooperative Housing Society, Scheme 33",23000000.0,4.0,4.0,120
4477,other,45000000.0,4.0,4.0,222
4478,other,97900000.0,2.0,2.0,205
4479,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",3600000.0,2.0,2.0,77
4480,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",14000000.0,3.0,3.0,144
4481,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",8000000.0,2.0,2.0,106
4482,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",100000000.0,6.0,6.0,600
4484,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",11000000.0,2.0,2.0,120
4485,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",22000000.0,3.0,3.0,150
4486,"Falaknaz Dreams, Malir",2300000.0,2.0,1.0,33
4487,"Chapal Courtyard, Karachi",16500000.0,3.0,3.0,161
4488,"Chapal Courtyard, Karachi",10800000.0,2.0,2.0,106
4489,"Malir, Karachi",8500000.0,4.0,4.0,80
4491,other,7500000.0,2.0,2.0,112
4492,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
4493,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4494,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
4495,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
4496,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4497,"Askari 5 - Sector J, Askari 5",42500000.0,4.0,5.0,333
4498,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
4499,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
4500,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",72000000.0,6.0,6.0,300
4501,"Askari 5, Malir Cantonment",39000000.0,3.0,4.0,286
4502,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",8000000.0,3.0,3.0,100
4503,"Askari 4, Gulistan-e-Jauhar",50000000.0,3.0,4.0,267
4504,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",71500000.0,6.0,6.0,240
4505,other,6800000.0,2.0,2.0,117
4506,"North Nazimabad - Block J, North Nazimabad",8500000.0,2.0,2.0,100
4507,"North Nazimabad - Block J, North Nazimabad",8500000.0,2.0,2.0,110
4508,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",27500000.0,3.0,3.0,200
4509,"University Road, Karachi",7000000.0,2.0,2.0,78
4510,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",22500000.0,3.0,3.0,150
4511,"DHA Phase 7 Extension, DHA Defence",45000000.0,6.0,6.0,100
4512,"DHA Phase 6, DHA Defence",85000000.0,4.0,4.0,300
4513,"DHA Phase 8, DHA Defence",170000000.0,6.0,6.0,500
4514,"DHA Phase 6, DHA Defence",72000000.0,5.0,6.0,300
4515,"North Nazimabad - Block F, North Nazimabad",22500000.0,4.0,4.0,222
4516,"Navy Housing Scheme Karsaz, Karachi",99000000.0,5.0,6.0,350
4517,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4518,"Askari 5 - Sector J, Askari 5",64300000.0,5.0,5.0,375
4519,"Askari 5 - Sector J, Askari 5",64400000.00000001,5.0,5.0,375
4520,"Askari 5 - Sector J, Askari 5",64500000.0,5.0,5.0,375
4521,"Askari 5 - Sector J, Askari 5",42500000.0,4.0,5.0,333
4522,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
4523,"Askari 5 - Sector J, Askari 5",64100000.0,5.0,5.0,375
4524,"Askari 5 - Sector J, Askari 5",42500000.0,4.0,5.0,333
4525,"Shahra-e-Faisal, Karachi",16000000.0,2.0,2.0,156
4526,"DHA Phase 5, DHA Defence",10500000.0,3.0,3.0,128
4527,"Saima Presidency, Malir Cantonment",22000000.0,3.0,3.0,161
4528,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",20500000.0,3.0,3.0,200
4529,"Shaheed Millat Road, Karachi",26000000.0,3.0,3.0,172
4530,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",12500000.0,2.0,2.0,128
4531,"DHA Phase 4, DHA Defence",102000000.0,5.0,6.0,300
4534,"DHA Phase 6, DHA Defence",120000000.0,6.0,6.0,500
4537,"Saima Luxury Homes, Karachi",15000000.0,2.0,2.0,120
4538,"Saima Luxury Homes, Karachi",17500000.0,4.0,4.0,120
4539,"Saadi Town, Scheme 33",55000000.0,8.0,6.0,400
4540,"Malir Cantonment, Cantt",140000000.0,8.0,6.0,550
4541,"Malir Cantonment, Cantt",145000000.0,8.0,6.0,550
4542,"Falaknaz Dreams, Malir",4800000.0,3.0,3.0,67
4543,"Falaknaz Dreams, Malir",6370000.0,2.0,2.0,101
4544,"Falaknaz Dreams, Malir",7490000.000000001,2.0,2.0,119
4545,"Falaknaz Dreams, Malir",6559999.999999999,2.0,2.0,91
4546,other,12000000.0,3.0,2.0,120
4547,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125
4548,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125
4549,"Bahria Town - Precinct 15, Bahria Town Karachi",13600000.000000002,3.0,3.0,125
4551,"Bahria Paradise, Bahria Town Karachi",45000000.0,5.0,5.0,500
4552,"Saima Arabian Villas, Gadap Town",5500000.0,2.0,2.0,78
4553,"Bahria Sports City, Bahria Town Karachi",21000000.0,4.0,4.0,350
4554,"Saima Arabian Villas, Gadap Town",17500000.0,4.0,4.0,160
4555,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",52500000.0,8.0,8.0,240
4556,"Saima Elite Villas, Malir",24000000.0,4.0,3.0,160
4557,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15200000.0,3.0,3.0,152
4559,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",13500000.0,3.0,3.0,205
4560,"Shahra-e-Faisal, Karachi",16000000.0,2.0,2.0,156
4561,"DHA Phase 5, DHA Defence",10500000.0,3.0,3.0,128
4562,"Saima Presidency, Malir Cantonment",22000000.0,3.0,3.0,161
4563,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",20500000.0,3.0,3.0,200
4564,"Shaheed Millat Road, Karachi",26000000.0,3.0,3.0,172
4565,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",12500000.0,2.0,2.0,128
4566,"DHA Phase 4, DHA Defence",102000000.0,5.0,6.0,300
4567,"DHA Phase 4, DHA Defence",8500000.0,2.0,3.0,100
4568,"DHA Phase 4, DHA Defence",75000000.0,5.0,5.0,300
4569,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15600000.0,3.0,3.0,152
4570,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,152
4571,"Falcon Complex New Malir, Malir",85000000.0,5.0,6.0,500
4572,"Falcon Complex New Malir, Malir",72000000.0,5.0,6.0,350
4573,"Falcon Complex New Malir, Malir",72000000.0,5.0,6.0,350
4574,"Falcon Complex New Malir, Malir",72000000.0,5.0,6.0,350
4577,"DHA Phase 6, DHA Defence",120000000.0,6.0,6.0,500
4580,"Saima Luxury Homes, Karachi",15000000.0,2.0,2.0,120
4581,"Saima Luxury Homes, Karachi",17500000.0,4.0,4.0,120
4582,"Saadi Town, Scheme 33",55000000.0,8.0,6.0,400
4583,"Malir Cantonment, Cantt",140000000.0,8.0,6.0,550
4584,"Malir Cantonment, Cantt",145000000.0,8.0,6.0,550
4585,"Malir Cantonment, Cantt",142500000.0,8.0,6.0,550
4587,"Clifton - Block 2, Clifton",45000000.0,4.0,4.0,267
4588,"Bahria Town - Precinct 19, Bahria Town Karachi",4400000.0,1.0,1.0,52
4589,"DHA Phase 6, DHA Defence",70000000.0,4.0,4.0,260
4591,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",49000000.0,6.0,6.0,240
4592,"Falcon Complex New Malir, Malir",72000000.0,5.0,6.0,350
4593,"Navy Housing Scheme Karsaz, Karachi",82500000.0,5.0,6.0,467
4594,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4595,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4596,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4597,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4598,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",61000000.0,5.0,5.0,400
4599,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17600000.0,3.0,3.0,150
4600,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",9600000.0,3.0,3.0,156
4601,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",9500000.0,2.0,2.0,100
4602,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",11500000.0,3.0,3.0,157
4603,"Falaknaz Presidency, Malir",9200000.0,2.0,2.0,122
4604,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",16000000.0,3.0,3.0,160
4605,"Al-Murtaza Commercial Area, DHA Phase 8",30000000.0,3.0,4.0,178
4606,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",25000000.0,4.0,4.0,233
4607,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",16500000.0,3.0,3.0,160
4608,"Federal B Area - Block 8, Federal B Area",16500000.0,3.0,4.0,185
4609,"Federal B Area - Block 8, Federal B Area",11500000.0,2.0,2.0,139
4610,"DHA Phase 8, DHA Defence",33000000.0,2.0,3.0,194
4611,"Saima Luxury Homes, Karachi",15000000.0,2.0,2.0,120
4612,"Saima Luxury Homes, Karachi",28500000.0,4.0,4.0,240
4613,"Saima Luxury Homes, Karachi",19000000.0,3.0,3.0,160
4614,"Askari 5 - Sector J, Askari 5",33500000.0,3.0,3.0,300
4615,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
4616,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",24000000.0,4.0,5.0,300
4617,"Navy Housing Scheme Karsaz, Karachi",82500000.0,5.0,6.0,467
4618,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4619,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4620,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4621,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17700000.0,3.0,3.0,150
4622,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",61000000.0,5.0,5.0,400
4623,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17600000.0,3.0,3.0,150
4624,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",17600000.0,3.0,3.0,150
4625,"Askari 5 - Sector J, Askari 5",67000000.0,5.0,5.0,375
4626,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",24000000.0,4.0,5.0,261
4627,"Askari 5 - Sector J, Askari 5",65000000.0,5.0,6.0,375
4628,"Askari 5 - Sector J, Askari 5",64000000.0,5.0,5.0,375
4629,"North Karachi, Karachi",5700000.0,5.0,2.0,133
4630,"Diamond City, Gulshan-e-Maymar",4200000.0,4.0,2.0,111
4631,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",58500000.0,7.0,6.0,400
4633,"DHA Phase 6, DHA Defence",115000000.0,6.0,6.0,500
4634,"Shahra-e-Faisal, Karachi",29000000.0,4.0,3.0,233
4635,other,8800000.0,2.0,2.0,100
4636,"Allahwala Town - Sector 31-G, Allahwala Town",2000000.0,2.0,1.0,50
4637,"Clifton - Block 5, Clifton",40000000.0,3.0,3.0,222
4638,"Bahria Apartments, Bahria Town Karachi",4200000.0,1.0,1.0,58
4641,"DHA Phase 4, DHA Defence",78500000.0,4.0,6.0,400
4642,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,6.0,467
4643,"Navy Housing Scheme Karsaz, Karachi",82500000.0,5.0,6.0,467
4644,"Navy Housing Scheme Karsaz, Karachi",95000000.0,5.0,6.0,467
4645,"Navy Housing Scheme Karsaz, Karachi",92500000.0,5.0,6.0,467
4646,"Navy Housing Scheme Karsaz, Karachi",90000000.0,5.0,6.0,467
4647,"Navy Housing Scheme Karsaz, Karachi",87500000.0,5.0,6.0,467
4648,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,6.0,467
4649,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",57500000.0,7.0,6.0,240
4650,"DHA Phase 2 Extension, DHA Defence",21000000.0,3.0,3.0,200
4651,"DHA Phase 2 Extension, DHA Defence",19500000.0,4.0,4.0,200
4652,"DHA Phase 2 Extension, DHA Defence",45000000.0,4.0,4.0,100
4653,"Askari 5, Malir Cantonment",42500000.0,4.0,5.0,333
4654,"Garden East, Jamshed Town",34500000.0,3.0,3.0,182
4655,"Navy Housing Scheme Karsaz, Karachi",122000000.0,5.0,5.0,350
4656,"Navy Housing Scheme Karsaz, Karachi",98000000.0,5.0,5.0,350
4657,"Emaar Panorama, DHA Phase 8",63000000.0,1.0,1.0,153
4658,"Bahria Town - Precinct 2, Bahria Town Karachi",41100000.0,3.0,3.0,304
4659,"Bahria Town - Precinct 2, Bahria Town Karachi",46200000.0,3.0,3.0,342
4660,"Bahria Town - Precinct 2, Bahria Town Karachi",25000000.0,3.0,3.0,265
4661,"Bahria Town - Precinct 2, Bahria Town Karachi",20200000.0,3.0,2.0,213
4662,"Bahria Town - Precinct 2, Bahria Town Karachi",25900000.0,2.0,2.0,294
4663,"Bahria Town - Precinct 2, Bahria Town Karachi",14800000.0,2.0,2.0,157
4664,"Emaar The Views, DHA Phase 8",86000000.0,2.0,3.0,205
4666,"Emaar The Views, DHA Phase 8",224300000.0,4.0,4.0,412
4667,"Navy Housing Scheme Karsaz, Karachi",82500000.0,5.0,6.0,467
4668,"Navy Housing Scheme Karsaz, Karachi",95000000.0,5.0,6.0,467
4669,"Navy Housing Scheme Karsaz, Karachi",92500000.0,5.0,6.0,467
4670,"Navy Housing Scheme Karsaz, Karachi",90000000.0,5.0,6.0,467
4671,"Navy Housing Scheme Karsaz, Karachi",87500000.0,5.0,6.0,467
4672,"Navy Housing Scheme Karsaz, Karachi",85000000.0,5.0,6.0,467
4673,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",57500000.0,7.0,6.0,240
4674,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",11500000.0,2.0,3.0,150
4675,"Emaar The Views, DHA Phase 8",155000000.0,3.0,3.0,309
4676,"Emaar The Views, DHA Phase 8",91000000.0,2.0,2.0,203
4677,"Emaar The Views, DHA Phase 8",62000000.0,1.0,1.0,161
4678,"Emaar The Views, DHA Phase 8",115000000.0,3.0,3.0,289
4679,"Emaar The Views, DHA Phase 8",85000000.0,2.0,2.0,201
4680,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",5500000.0,2.0,2.0,72
4681,"DHA Phase 2, DHA Defence",81500000.0,4.0,5.0,500
4682,"DHA Phase 6, DHA Defence",82500000.0,4.0,5.0,500
4683,"DHA Phase 5, DHA Defence",91500000.0,4.0,5.0,500
4684,"DHA Phase 5, DHA Defence",120000000.0,6.0,7.0,611
4685,"DHA Phase 2, DHA Defence",140000000.0,9.0,9.0,600
4686,"DHA Phase 5, DHA Defence",80000000.0,5.0,6.0,600
4687,"DHA Phase 6, DHA Defence",94000000.0,5.0,6.0,611
4689,"DHA Phase 4, DHA Defence",145000000.0,6.0,7.0,667
4690,"DHA Phase 6, DHA Defence",124000000.0,4.0,5.0,644
4691,"DHA Phase 7, DHA Defence",99900000.0,5.0,6.0,500
4692,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,300
4693,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",120000000.0,3.0,3.0,300
4694,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,300
4695,"Bahria Apartments, Bahria Town Karachi",18300000.0,3.0,3.0,300
4696,"Gulistan-e-Jauhar, Karachi",107500000.0,7.0,7.0,600
4697,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,300
4698,other,26000000.0,3.0,3.0,300
4699,"Gulistan-e-Jauhar, Karachi",75000000.0,7.0,7.0,450
4700,"North Nazimabad - Block J, North Nazimabad",75000000.0,7.0,6.0,233
4701,"Clifton, Karachi",32500000.0,2.0,3.0,133
4702,"Gulshan-e-Roomi, Faisal Cantonment",10000000.0,2.0,2.0,129
